"A101_01","A102_01","A202_01","A202_02","A203_06","A203_05","A203_03","A203_04","A203_10","A203_01","A203_07","A203_08","A203_09","A204","A205_01","A206_01","A206_02","A206_03","A207_01","A207_02","A207_03","A207_04","A207_05","A208_01","A208_02","A208_03","A208_04","A501_01","A501_02","A501_03","A501_04","A502","A502_01","A502_02","A502_03","A502_04","A502_05","A502_06","A502_07","A502_08","A502_09","A601_01","A602","A603_01","A603_02","A603_03","A603_04","A604","A605","A702","Bula"
4,"Umweltschutz ",53,84,1,1,5,5,1,5,3,2,3,2,NA,4,2,2,NA,NA,NA,NA,NA,5,1,2,1,2,2,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1985",1,2,1,1,2,2,2,1,"TH"
4,"Finanzen ",63,77,5,3,6,6,4,6,3,3,3,2,NA,4,4,2,4,3,4,3,5,5,3,4,4,4,3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1976",2,2,1,1,2,3,2,1,"RLP"
4,"Zerstörung öffentlicher Sachen",95,69,5,2,5,4,4,4,3,5,4,2,NA,3,2,3,4,4,4,4,2,3,4,3,4,4,3,2,4,3,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1966",2,2,1,2,2,6,2,1,"RLP"
3,"Schutz vor Fluglärm durch Frankfurter Flughafen",51,22,2,1,4,2,1,1,1,1,3,1,"Allgemeine Zeitung Mainz",2,2,3,5,5,5,5,5,3,3,5,3,4,4,4,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1963",2,2,1,2,2,6,5,1,"RLP"
4,"die Verkehrssituation, zu viele Autos in den Stadtteilen, schlechte und unsichere Wege für Fußgänger und Radfahrer",85,99,4,4,3,5,2,2,1,1,4,2,NA,3,2,3,5,5,5,5,5,3,3,3,3,3,3,2,3,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1953",2,1,2,2,2,3,2,1,"RLP"
4,"Ausbau Nahverkehr",61,83,2,2,4,3,2,1,1,2,3,2,NA,3,4,4,4,5,4,3,2,2,2,3,3,3,2,2,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1994",2,2,1,2,2,2,3,1,"RLP"
4,"Zuwanderung",77,57,1,1,1,4,1,1,2,2,5,2,NA,4,5,5,NA,NA,NA,NA,NA,4,1,3,1,4,4,5,4,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1959",2,1,2,2,2,6,5,1,"TH"
5,"Bezahlbarer Wohnraum",98,85,5,2,6,4,4,6,4,2,6,1,"Rhein-Zeitung",4,3,2,4,5,4,4,4,4,3,3,3,4,4,3,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1988",2,1,2,2,2,6,1,1,"RLP"
3,"Verkehr ",74,75,1,1,5,5,2,1,1,1,1,2,NA,3,3,4,4,4,4,4,3,4,1,3,1,4,4,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1965",2,2,1,2,2,6,4,1,"RLP"
5,"bezahlbare Wohnungen",101,91,5,2,6,6,4,4,3,2,4,1,"Thüringer Allgemeine",1,1,2,NA,NA,NA,NA,NA,5,4,4,4,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1976",2,2,1,2,1,6,4,1,"TH"
5,"Verkehrsplanung ",99,99,4,2,4,6,3,1,2,2,4,2,NA,1,1,1,NA,NA,NA,NA,NA,4,2,3,2,5,4,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1970",1,1,2,2,2,3,5,1,"TH"
4,"Infrastruktur, Internet ",81,75,5,5,5,5,5,5,3,3,3,2,NA,4,2,4,NA,NA,NA,NA,NA,4,1,4,2,5,5,5,5,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"1984",2,2,2,1,1,4,1,1,"TH"
3,"Jugend",72,76,3,2,5,3,4,4,4,1,4,2,NA,4,3,3,5,4,3,3,3,2,2,1,2,3,2,1,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1967",2,2,1,1,1,2,1,1,"RLP"
5,"Müll Aufbereitungsanlage",97,91,4,1,5,5,4,2,1,2,4,2,NA,2,3,3,4,5,4,4,2,4,4,4,4,5,4,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1955",1,2,1,2,2,6,2,1,"RLP"
5,"Leerstand",100,100,4,4,5,5,4,5,4,4,3,1,"Thüringer Allgemeine",4,4,3,NA,NA,NA,NA,NA,4,3,4,4,5,5,5,5,7,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"1978",1,1,2,2,2,6,1,1,"TH"
3,"Sicherheit ",50,72,1,1,5,5,1,5,1,1,3,2,NA,4,3,5,NA,NA,NA,NA,NA,5,3,3,4,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1960",2,1,2,2,2,6,3,1,"TH"
4,"Klimawandel",70,89,3,3,4,4,1,5,1,1,3,2,NA,2,3,3,4,5,5,5,4,2,3,3,4,3,3,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"2004",2,1,2,2,2,1,4,1,"RLP"
4,"Senkung von Steuern, Ausbau des ÖPNV, Abbau von Bürokratie",81,81,1,1,2,4,2,4,3,2,4,2,NA,3,3,4,5,3,3,4,3,4,2,4,3,4,4,5,5,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1984",1,2,1,2,2,4,1,1,"RLP"
4,"Inflation",101,101,5,3,2,5,4,1,4,2,6,2,NA,2,2,3,NA,NA,NA,NA,NA,3,2,4,3,4,4,3,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1955",2,1,2,2,2,6,1,1,"TH"
5,"Natürlich das gesamte Umwelt Thema,manche Straßen sind auch verbesserungswürdig!",101,101,1,1,2,5,1,1,3,2,3,2,NA,5,3,5,NA,NA,NA,NA,NA,5,2,5,4,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1966",2,1,2,2,2,6,3,1,"TH"
4,"Sicherheit in der Innenstadt, Radwege an Hauptstrassen",69,90,3,3,2,4,1,3,2,2,3,2,NA,3,2,3,NA,NA,NA,NA,NA,3,4,2,3,5,5,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1981",2,2,1,2,2,4,5,1,"TH"
4,"öffentliche Sicherheit",95,100,6,4,6,6,4,6,2,3,5,1,"Amtsblatt",2,2,2,NA,NA,NA,NA,NA,4,3,3,2,4,4,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1962",2,2,1,2,2,6,2,1,"TH"
4,"bezahlbarer Wohnraum",101,50,2,1,5,5,3,1,2,1,3,2,NA,1,1,1,3,5,5,5,5,3,3,1,4,3,3,5,5,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1955",2,1,2,2,2,6,5,1,"RLP"
3,"Klimawandel",94,96,2,1,6,5,2,1,3,2,3,2,NA,2,4,4,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1970",2,2,1,2,2,6,3,1,"TH"
3,"Idioten loswerden",48,38,4,4,2,3,1,3,1,1,3,2,NA,4,3,4,NA,NA,NA,NA,NA,4,1,3,2,4,3,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1986",1,1,2,2,2,2,4,1,"TH"
5,"Ausbau von Strassen",100,99,6,4,6,6,4,6,2,2,4,1,"Thüringer Allgemeine ",5,5,5,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1964",2,2,2,2,2,6,1,1,"TH"
3,"öffentliche Sicherheit",75,101,1,5,6,1,1,1,2,2,2,2,NA,1,3,3,NA,NA,NA,NA,NA,3,1,2,1,1,1,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1970",2,1,2,2,2,5,3,1,"TH"
4,"Grundsteuer abschwächen ",91,81,3,1,6,6,5,5,4,1,3,2,NA,1,2,1,5,5,2,3,1,4,2,4,2,1,2,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1977",2,2,1,1,1,4,1,1,"RLP"
5,"Verkehr und Parkplatzprobleme",101,101,4,3,5,5,3,6,2,1,4,1,"Allgemeine Zeitung Mainz",3,1,1,2,4,4,4,3,5,4,3,4,4,1,1,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1968",1,2,1,2,2,6,3,1,"RLP"
4,"Klimaschutz/Begrünung der Innenstadt ",89,101,3,3,4,5,3,1,2,3,5,2,NA,2,3,2,NA,NA,NA,NA,NA,3,2,2,2,5,5,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1971",2,1,2,2,2,2,5,1,"TH"
5,"Straßenbau",101,101,2,1,5,5,3,4,3,1,4,1,"Thüringer Allgemeine",4,3,2,NA,NA,NA,NA,NA,5,3,5,3,4,5,4,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1978",1,2,1,2,2,4,1,1,"TH"
3,"Bildungsnotstand, Leher:innen-Mangel und gravierender Stundenausfall an öffentlichen Schulen",61,76,1,1,2,1,3,3,2,2,3,2,NA,3,4,4,NA,NA,NA,NA,NA,4,3,3,1,3,3,4,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1998",2,2,1,2,2,2,4,1,"TH"
2,"Verkehrsinfrastruktur ",20,80,2,2,1,3,1,3,1,1,1,2,NA,3,3,3,3,3,3,3,3,3,3,3,1,2,3,1,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1967",1,1,2,2,2,4,5,1,"RLP"
5,"Die allgemeinen Preise ",72,74,4,4,4,4,4,4,4,4,4,1,"Thüringer allgemeine ",4,4,4,NA,NA,NA,NA,NA,1,1,1,1,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1960",1,2,1,2,2,6,1,1,"TH"
4,"Öbpv",80,69,5,4,6,1,3,1,3,2,4,1,"Öffentlicher Anzeiger",3,3,3,5,5,5,5,1,4,1,4,1,2,2,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1964",1,2,1,2,2,3,1,1,"RLP"
4,"Bezahlbarer Wohnraum ",83,61,2,1,4,4,1,1,2,2,4,2,NA,2,3,4,NA,NA,NA,NA,NA,4,2,4,4,4,5,3,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1994",2,2,1,1,2,2,5,1,"TH"
4,"Migration",77,77,4,3,4,4,2,3,3,3,2,2,NA,2,3,3,NA,NA,NA,NA,NA,3,3,2,2,4,4,4,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1976",1,1,2,2,2,6,3,1,"TH"
3,"Kultursterben",61,70,1,2,2,5,2,6,2,3,6,2,NA,4,3,3,NA,NA,NA,NA,NA,4,3,3,2,3,3,1,3,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1958",2,2,1,2,2,6,5,1,"TH"
5,"Alles",88,79,5,1,2,5,5,5,3,5,4,1,"Thüringer Allgemeine ",3,3,3,NA,NA,NA,NA,NA,3,3,3,3,5,3,5,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1959",2,2,1,2,2,4,2,1,"TH"
3,"Infrastruktur",55,58,1,1,1,4,1,3,2,1,2,2,NA,4,4,4,NA,NA,NA,NA,NA,3,3,3,3,4,4,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1956",2,1,2,2,2,6,5,1,"TH"
5,"Die vielen Zuwanderer ",93,98,4,3,5,5,4,4,2,2,4,2,NA,2,2,1,NA,NA,NA,NA,NA,3,1,3,1,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1959",2,2,1,2,2,3,4,1,"TH"
4,"Nichtd",101,101,5,4,6,5,4,6,4,1,5,1,"Allgemeine Zeitung ",1,1,1,5,3,3,3,3,5,4,4,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1963",2,2,1,2,2,5,1,1,"RLP"
4,"Gesundheitswesen",68,81,2,2,3,1,3,5,1,1,3,2,NA,2,3,2,5,3,4,5,5,4,3,2,3,4,3,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"2003",2,1,2,2,2,2,5,1,"RLP"
5,"Armut",93,93,1,1,4,2,3,5,3,1,4,2,NA,4,4,4,NA,NA,NA,NA,NA,2,2,1,2,5,5,5,5,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1988",2,1,2,2,2,6,2,1,"TH"
5,"Wohnraum",92,86,5,4,2,5,3,1,2,3,3,2,NA,2,3,3,NA,NA,NA,NA,NA,4,3,4,4,4,4,5,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1955",2,1,2,2,2,6,4,1,"TH"
4,"Steuerbelastung / Inflation",92,101,4,5,1,1,1,4,3,2,5,2,NA,5,4,5,NA,NA,NA,NA,NA,5,1,5,1,1,1,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1962",1,2,1,2,2,4,1,1,"TH"
5,"Zuviel Kriminalität von Ausländern",65,78,4,2,5,5,5,5,1,1,3,2,NA,2,3,4,2,2,1,1,1,3,1,2,1,5,4,4,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1982",2,2,1,2,2,4,4,1,"RLP"
4,"Schere zwischen arm und reich ",97,101,5,5,5,5,4,5,1,4,6,1,"Wiesbadener Kurier ",2,2,2,3,3,3,3,3,3,3,3,3,4,3,3,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"1960",1,2,1,2,1,6,5,1,"RLP"
5,"Zuzug von afrikanischen Migranten",88,88,1,1,1,1,1,5,2,3,6,1,"Amtsblatt ",3,5,3,NA,NA,NA,NA,NA,3,1,2,1,5,5,5,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"1970",2,1,2,2,2,5,5,1,"TH"
2,"Mein Wohnort attraktiver gestalten",25,69,1,1,4,1,1,1,3,1,2,2,NA,4,4,5,4,5,5,5,5,3,3,4,3,4,4,1,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1980",1,1,2,2,2,6,1,1,"RLP"
5,"Migration",101,25,1,1,1,4,3,4,1,1,5,2,NA,1,4,1,5,5,5,5,5,3,1,4,1,1,1,1,1,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1988",2,1,2,2,2,1,4,1,"RLP"
5,"Economy ",84,80,5,5,5,5,6,5,5,6,4,2,NA,2,4,3,NA,NA,NA,NA,NA,5,4,5,4,2,5,4,4,4,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1985",1,2,1,1,2,2,1,1,"TH"
4,"Die Freizeitaktivitäten",84,58,4,3,3,4,4,6,2,3,5,2,NA,4,3,2,NA,NA,NA,NA,NA,4,2,1,3,3,4,3,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"2003",2,2,2,2,1,6,4,1,"TH"
4,"inflation",77,78,4,3,3,3,2,2,3,3,4,1,"Thüringer Allgemeine",2,3,4,NA,NA,NA,NA,NA,3,4,4,2,3,1,2,3,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1999",2,2,1,1,2,3,1,1,"TH"
5,"Wohnungssituation",100,101,5,5,4,4,3,4,3,3,4,1,"Öffentlicher Anzeiger ",3,2,1,5,4,4,1,2,5,3,5,3,5,5,5,5,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1958",1,2,1,2,2,3,3,1,"RLP"
4,"Soziale Gerechtigkeit ",56,55,1,2,5,4,1,3,1,1,4,2,NA,3,4,3,NA,NA,NA,NA,NA,3,1,3,2,3,2,1,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1967",1,1,2,2,2,4,5,1,"TH"
5,"Heizung ",94,96,5,5,6,6,4,6,3,3,5,1,"TA",5,1,1,NA,NA,NA,NA,NA,5,4,5,4,5,4,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1968",2,2,1,2,2,6,1,1,"TH"
5,"Der mangelnde Wohnraum. Der steht nur noch BionTech-Mitarbeitern und Flüchtlingen zu. Der normale Mensch findet kaum noch eine (bezahlbare)  Wohnung",101,101,2,2,4,3,4,1,1,1,4,2,NA,2,2,4,4,5,5,5,5,5,1,5,1,1,1,1,1,3,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"1960",2,2,1,2,2,6,3,1,"RLP"
4,"Tier- und Umweltschutz zusammen mit aufzuhören, das Leben unmöglich zu machen auf allen Ebenen. Das gibt es kein einzelnes Thema, das bezieht sich auf alles.",85,61,3,1,3,3,3,1,3,1,4,2,NA,1,2,3,NA,NA,NA,NA,NA,4,1,3,1,2,2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1978",2,2,1,2,2,3,1,1,"TH"
3,"umweltschutz",55,65,1,1,5,3,1,3,1,1,3,2,NA,4,3,4,NA,NA,NA,NA,NA,2,2,1,2,1,1,2,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2000",2,2,1,2,2,2,5,1,"TH"
5,"Straßen ",101,75,3,1,4,3,4,2,3,3,3,2,NA,4,3,3,4,5,5,5,5,3,1,2,1,2,1,2,3,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1966",1,2,1,2,1,6,1,1,"RLP"
5,"Umweltschutz ",56,64,2,1,4,4,1,6,1,1,4,2,NA,2,4,2,NA,NA,NA,NA,NA,1,3,4,2,5,5,4,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2005",2,2,2,2,1,4,1,1,"TH"
5,"Schulen",100,101,1,1,5,5,1,1,1,1,1,2,NA,1,3,1,NA,NA,NA,NA,NA,5,1,1,1,4,4,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1976",2,1,2,2,2,6,3,1,"TH"
4,"Der Erfolg der AfD",63,99,3,6,2,4,1,2,1,2,3,2,NA,3,4,3,NA,NA,NA,NA,NA,4,2,3,3,3,3,4,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1988",1,2,1,2,2,3,4,1,"TH"
4,"keins",89,76,3,2,6,4,4,1,3,2,4,2,NA,5,4,5,NA,NA,NA,NA,NA,5,2,4,3,5,5,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1957",1,2,1,2,2,6,5,1,"TH"
5,"soziale Ungleichheit",89,84,4,4,4,5,6,5,5,4,4,1,"FAZ",4,3,4,3,4,3,4,5,3,5,5,3,3,5,2,4,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"1995",1,1,2,2,2,2,5,1,"RLP"
3,"Sehr ",70,78,2,2,3,4,3,4,1,1,5,2,NA,4,4,3,NA,NA,NA,NA,NA,2,1,2,1,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1993",2,2,1,1,2,4,2,1,"TH"
5,"Wohnungspolitik ",101,85,4,1,6,6,4,2,1,1,4,2,NA,2,3,2,NA,NA,NA,NA,NA,5,2,4,2,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1962",1,2,1,2,2,6,5,1,"TH"
5,"Armut ",78,44,1,1,1,5,4,1,1,1,3,2,NA,4,3,4,NA,NA,NA,NA,NA,4,4,3,5,5,5,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1991",2,2,2,2,1,6,1,1,"TH"
4,"Wohnung ",72,78,3,5,5,5,4,6,4,5,4,2,NA,4,4,3,4,4,4,3,3,3,4,4,3,4,4,3,2,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1976",2,2,1,1,2,3,2,1,"RLP"
5,"die OB Wahl",88,57,5,2,5,4,5,2,4,5,2,1,"Thüringer Allgemeine",1,1,2,NA,NA,NA,NA,NA,4,4,2,4,5,4,3,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1960",2,2,1,2,1,6,4,1,"TH"
4,"Verhalten von Ausländern und deren Integration",79,72,4,1,5,5,3,1,1,1,5,2,NA,3,2,3,NA,NA,NA,NA,NA,4,1,4,2,5,5,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1962",2,1,2,2,2,6,5,1,"TH"
5,"Kitas und Bildung für die Kinder ",85,93,2,2,6,5,2,2,2,2,2,2,NA,3,3,4,4,4,4,4,3,3,3,3,3,5,4,4,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1986",2,2,1,1,2,2,3,1,"RLP"
3,"ÖPNV verbessern",50,72,2,1,4,3,3,1,1,1,3,2,NA,2,3,3,4,5,5,5,4,1,1,1,2,1,1,1,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1977",1,2,1,1,2,5,3,1,"RLP"
5,"Saatkrähen-Population",96,87,3,1,6,5,4,4,3,3,4,2,NA,5,4,4,4,4,5,5,5,4,2,2,2,5,5,5,5,3,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1970",2,2,1,1,1,5,1,1,"RLP"
4,"Mietpreisdeckelung",101,101,3,1,1,6,4,4,4,1,5,2,NA,1,2,3,5,5,5,5,5,3,3,1,3,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1990",1,1,2,2,2,6,1,1,"RLP"
5,"Bildung (einschließlich Kita)",101,101,5,3,3,6,2,2,1,2,3,1,"Allgemeine Zeitung",1,1,1,4,5,5,5,3,5,3,5,3,5,5,5,5,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1974",2,2,2,1,1,3,5,1,"RLP"
5,"Attraktivität der Innenstädte, lokale Händler unterstützen",99,84,5,2,5,5,3,4,3,2,5,1,"Nahe Zeitung ",1,2,1,5,3,4,5,2,5,4,5,4,5,5,5,5,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1961",1,2,1,1,2,6,3,1,"RLP"
4,"Sachbeschädigung durch Randalierer ",87,41,1,1,4,2,3,1,3,1,3,2,NA,3,4,3,NA,NA,NA,NA,NA,3,3,4,3,5,5,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1987",1,1,2,2,2,4,3,1,"TH"
3,"Gerechtigkeit ",55,51,4,2,3,2,1,5,1,1,3,2,NA,3,3,3,2,3,4,3,3,3,2,3,3,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1971",2,2,2,NA,NA,5,3,1,"RLP"
3,"Günstiger Wohnraum",56,80,3,4,5,3,1,2,1,2,2,2,NA,3,3,5,5,5,5,5,5,3,3,2,3,2,3,2,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1992",2,1,2,2,2,4,4,1,"RLP"
4,"Radwege, Kinder",79,63,5,3,5,5,3,6,2,2,4,1,"Thüringer Allgemeine ",2,3,3,NA,NA,NA,NA,NA,3,2,3,2,4,3,4,4,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1984",2,2,1,2,1,6,4,1,"TH"
4,"Zu wenig Waldfläche und Naherholung",75,67,4,1,4,2,1,3,1,2,2,2,NA,2,2,2,5,5,5,4,3,2,2,2,3,1,2,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1995",1,2,1,2,2,2,5,1,"RLP"
3,"Klima",54,55,1,1,1,4,3,1,2,1,1,2,NA,1,3,3,3,4,4,5,4,4,1,4,1,5,5,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1948",1,1,2,2,2,5,3,1,"RLP"
3,"Fahrradfahrer in der Fußgängerzone",45,80,1,1,4,1,1,4,1,1,3,2,NA,2,4,4,5,5,5,5,5,4,1,5,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1960",1,1,2,2,2,6,5,1,"RLP"
5,"Strukturwandel, Klimaschutz",83,77,4,4,5,5,3,5,3,2,5,2,NA,2,3,2,NA,NA,NA,NA,NA,3,2,4,3,5,5,5,5,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1987",1,2,1,1,2,6,2,1,"TH"
4,"Kultur ",87,84,1,2,2,3,1,3,3,2,2,2,NA,4,4,4,NA,NA,NA,NA,NA,4,2,4,3,3,3,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"2003",2,2,1,2,2,2,4,1,"TH"
5,"verkehr",101,100,5,1,3,5,2,1,3,2,4,1,"allgemeine zeitung",2,3,2,4,4,4,4,4,5,3,5,3,5,5,4,5,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"1968",1,2,1,2,2,6,2,1,"RLP"
5,"Mehr kleien Geschäfte in der Innenstadt",99,101,4,2,4,4,4,6,5,5,6,1,"Allgemeine Zeitung",4,4,3,5,5,5,5,5,3,4,3,5,4,4,4,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1967",2,2,1,2,2,3,3,1,"RLP"
